ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,2826168.000000,1688.272401,4095.000000,27.000000,4068.000000,1498.734323,4496.202968,2198274.000000,1313.186380,1800.000000,273.000000,1527.000000,463.007204,1389.021613,0.000000,t001_0_1
2A,2890415.000000,1726.651732,4095.000000,28.000000,4067.000000,1530.286587,4590.859761,2163541.000000,1292.437873,1767.000000,261.000000,1506.000000,476.057082,1428.171246,0.000000,t001_0_1
3A,3457231.000000,2065.251493,4095.000000,30.000000,4065.000000,1523.709023,4571.127069,2270909.000000,1356.576464,1735.000000,260.000000,1475.000000,396.322604,1188.967811,0.000000,t001_0_1
4A,2550888.000000,1523.827957,4095.000000,29.000000,4066.000000,1063.415435,3190.246305,2317607.000000,1384.472521,1910.000000,424.000000,1486.000000,329.104499,987.313497,0.000000,t001_0_1
5A,801275.000000,478.658901,3592.000000,27.000000,3565.000000,487.679297,1463.037892,2408493.000000,1438.765233,1865.000000,390.000000,1475.000000,358.139265,1074.417794,0.000000,t001_0_1
6A,621599.000000,371.325568,2639.000000,28.000000,2611.000000,347.976797,1043.930392,2394089.000000,1430.160693,1875.000000,341.000000,1534.000000,390.695692,1172.087077,0.000000,t001_0_1
7A,648487.000000,387.387694,2217.000000,27.000000,2190.000000,345.578974,1036.736923,2439156.000000,1457.082437,1867.000000,553.000000,1314.000000,305.457368,916.372103,0.000000,t001_0_1
8A,536854.000000,320.701314,1736.000000,27.000000,1709.000000,217.898767,653.696300,2910243.000000,1738.496416,2048.000000,1345.000000,703.000000,104.358599,313.075796,0.000000,t001_0_1
9A,846417.000000,505.625448,2810.000000,28.000000,2782.000000,373.106091,1119.318274,2913981.000000,1740.729391,2070.000000,1401.000000,669.000000,126.040232,378.120695,0.000000,t001_0_1
10A,479335.000000,286.341099,1687.000000,29.000000,1658.000000,188.675070,566.025210,2940362.000000,1756.488650,2075.000000,1559.000000,516.000000,78.710820,236.132461,0.000000,t001_0_1
11A,193829.000000,115.787933,417.000000,27.000000,390.000000,60.434724,181.304172,3075363.000000,1837.134409,1924.000000,1762.000000,162.000000,23.397030,70.191089,0.000000,t001_0_1
1A,2822596.000000,1686.138590,4095.000000,29.000000,4066.000000,1497.227265,4491.681795,2199411.000000,1313.865591,1805.000000,273.000000,1532.000000,458.438359,1375.315078,0.363660,t002_0_1
2A,2877797.000000,1719.114098,4095.000000,29.000000,4066.000000,1530.587637,4591.762912,2161659.000000,1291.313620,1764.000000,270.000000,1494.000000,475.438545,1426.315636,0.363660,t002_0_1
3A,3425490.000000,2046.290323,4095.000000,26.000000,4069.000000,1523.697927,4571.093782,2267673.000000,1354.643369,1724.000000,257.000000,1467.000000,396.946963,1190.840889,0.363660,t002_0_1
4A,2545727.000000,1520.744922,4095.000000,28.000000,4067.000000,1055.349305,3166.047916,2309835.000000,1379.829749,1900.000000,369.000000,1531.000000,332.816659,998.449977,0.363660,t002_0_1
5A,780036.000000,465.971326,3013.000000,27.000000,2986.000000,454.543837,1363.631510,2401692.000000,1434.702509,1881.000000,396.000000,1485.000000,359.109761,1077.329284,0.363660,t002_0_1
6A,613144.000000,366.274791,2528.000000,27.000000,2501.000000,352.505849,1057.517548,2388673.000000,1426.925329,1869.000000,337.000000,1532.000000,391.153305,1173.459914,0.363660,t002_0_1
7A,626806.000000,374.436081,2194.000000,28.000000,2166.000000,341.103025,1023.309074,2437879.000000,1456.319594,1878.000000,558.000000,1320.000000,304.967883,914.903650,0.363660,t002_0_1
8A,516121.000000,308.316010,1411.000000,29.000000,1382.000000,206.716429,620.149288,2908527.000000,1737.471326,2042.000000,1322.000000,720.000000,106.816704,320.450113,0.363660,t002_0_1
9A,808335.000000,482.876344,2972.000000,29.000000,2943.000000,364.076896,1092.230689,2915085.000000,1741.388889,2073.000000,1395.000000,678.000000,127.054292,381.162877,0.363660,t002_0_1
10A,498341.000000,297.694743,2168.000000,27.000000,2141.000000,196.021414,588.064243,2938767.000000,1755.535842,2056.000000,1571.000000,485.000000,77.047520,231.142561,0.363660,t002_0_1
11A,193899.000000,115.829749,440.000000,27.000000,413.000000,62.505992,187.517977,3070762.000000,1834.385902,1919.000000,1762.000000,157.000000,23.553274,70.659821,0.363660,t002_0_1
1A,2834177.000000,1693.056750,4095.000000,28.000000,4067.000000,1502.671148,4508.013444,2204319.000000,1316.797491,1813.000000,278.000000,1535.000000,458.380646,1375.141937,0.727320,t003_0_1
2A,2869111.000000,1713.925329,4095.000000,25.000000,4070.000000,1528.154954,4584.464863,2166240.000000,1294.050179,1772.000000,267.000000,1505.000000,477.182220,1431.546659,0.727320,t003_0_1
3A,3433242.000000,2050.921147,4095.000000,28.000000,4067.000000,1530.807010,4592.421031,2273076.000000,1357.870968,1731.000000,251.000000,1480.000000,402.154898,1206.464693,0.727320,t003_0_1
4A,2539958.000000,1517.298686,4095.000000,28.000000,4067.000000,1052.966386,3158.899159,2303581.000000,1376.093787,1910.000000,417.000000,1493.000000,340.283688,1020.851064,0.727320,t003_0_1
5A,787834.000000,470.629630,2750.000000,27.000000,2723.000000,450.273618,1350.820854,2398741.000000,1432.939665,1874.000000,400.000000,1474.000000,358.422285,1075.266856,0.727320,t003_0_1
6A,615100.000000,367.443250,2520.000000,27.000000,2493.000000,351.199045,1053.597134,2388835.000000,1427.022103,1872.000000,342.000000,1530.000000,390.477530,1171.432590,0.727320,t003_0_1
7A,625415.000000,373.605137,2370.000000,27.000000,2343.000000,334.768884,1004.306651,2437253.000000,1455.945639,1887.000000,551.000000,1336.000000,305.476184,916.428552,0.727320,t003_0_1
8A,496767.000000,296.754480,1261.000000,28.000000,1233.000000,193.439731,580.319193,2902932.000000,1734.129032,2042.000000,1258.000000,784.000000,107.854509,323.563526,0.727320,t003_0_1
9A,801859.000000,479.007766,2817.000000,29.000000,2788.000000,356.989224,1070.967673,2911265.000000,1739.106930,2056.000000,1400.000000,656.000000,127.187117,381.561350,0.727320,t003_0_1
10A,507410.000000,303.112306,1534.000000,26.000000,1508.000000,201.109597,603.328790,2936431.000000,1754.140382,2061.000000,1557.000000,504.000000,74.419923,223.259770,0.727320,t003_0_1
11A,190790.000000,113.972521,416.000000,28.000000,388.000000,63.016472,189.049415,3069068.000000,1833.373955,1917.000000,1756.000000,161.000000,23.538878,70.616635,0.727320,t003_0_1
1A,2834009.000000,1692.956392,4095.000000,28.000000,4067.000000,1506.063053,4518.189159,2213338.000000,1322.185185,1827.000000,277.000000,1550.000000,456.443914,1369.331743,1.090980,t004_0_1
2A,2844174.000000,1699.028674,4095.000000,28.000000,4067.000000,1523.090648,4569.271945,2171251.000000,1297.043608,1775.000000,269.000000,1506.000000,477.449833,1432.349498,1.090980,t004_0_1
3A,3456563.000000,2064.852449,4095.000000,30.000000,4065.000000,1541.708976,4625.126927,2280009.000000,1362.012545,1730.000000,246.000000,1484.000000,405.628653,1216.885958,1.090980,t004_0_1
4A,2545714.000000,1520.737157,4095.000000,29.000000,4066.000000,1060.767623,3182.302869,2300859.000000,1374.467742,1916.000000,401.000000,1515.000000,346.960797,1040.882392,1.090980,t004_0_1
5A,789879.000000,471.851254,2862.000000,28.000000,2834.000000,461.668822,1385.006467,2399341.000000,1433.298088,1866.000000,404.000000,1462.000000,357.265705,1071.797115,1.090980,t004_0_1
6A,616153.000000,368.072282,2585.000000,28.000000,2557.000000,354.042080,1062.126241,2394272.000000,1430.270012,1879.000000,352.000000,1527.000000,387.439899,1162.319696,1.090980,t004_0_1
7A,612422.000000,365.843489,2126.000000,28.000000,2098.000000,323.717775,971.153324,2443501.000000,1459.678017,1887.000000,536.000000,1351.000000,306.887439,920.662318,1.090980,t004_0_1
8A,517030.000000,308.859020,1378.000000,27.000000,1351.000000,207.443388,622.330163,2908001.000000,1737.157109,2059.000000,1304.000000,755.000000,105.568891,316.706673,1.090980,t004_0_1
9A,787614.000000,470.498208,2501.000000,28.000000,2473.000000,352.742085,1058.226256,2921129.000000,1744.999403,2078.000000,1374.000000,704.000000,128.296278,384.888833,1.090980,t004_0_1
10A,519467.000000,310.314815,1512.000000,30.000000,1482.000000,205.475512,616.426535,2950882.000000,1762.772999,2060.000000,1566.000000,494.000000,73.421874,220.265623,1.090980,t004_0_1
11A,194111.000000,115.956392,521.000000,27.000000,494.000000,65.065815,195.197444,3076129.000000,1837.591995,1928.000000,1763.000000,165.000000,23.816030,71.448091,1.090980,t004_0_1
1A,2812409.000000,1680.053166,4095.000000,28.000000,4067.000000,1487.110223,4461.330670,2215799.000000,1323.655317,1813.000000,272.000000,1541.000000,455.809734,1367.429203,1.454640,t005_0_1
2A,2827544.000000,1689.094385,4095.000000,29.000000,4066.000000,1526.016498,4578.049495,2173641.000000,1298.471326,1772.000000,270.000000,1502.000000,474.473438,1423.420315,1.454640,t005_0_1
3A,3460589.000000,2067.257467,4095.000000,30.000000,4065.000000,1542.050727,4626.152181,2285211.000000,1365.120072,1741.000000,251.000000,1490.000000,406.269574,1218.808723,1.454640,t005_0_1
4A,2558751.000000,1528.525090,4095.000000,27.000000,4068.000000,1079.182184,3237.546552,2298104.000000,1372.821983,1916.000000,410.000000,1506.000000,347.970000,1043.910001,1.454640,t005_0_1
5A,787618.000000,470.500597,2761.000000,28.000000,2733.000000,456.151997,1368.455991,2398400.000000,1432.735962,1869.000000,405.000000,1464.000000,356.646475,1069.939425,1.454640,t005_0_1
6A,627219.000000,374.682796,2444.000000,27.000000,2417.000000,359.435948,1078.307845,2396583.000000,1431.650538,1875.000000,345.000000,1530.000000,383.283056,1149.849169,1.454640,t005_0_1
7A,597313.000000,356.817802,2180.000000,28.000000,2152.000000,314.955523,944.866570,2443478.000000,1459.664277,1904.000000,544.000000,1360.000000,305.076494,915.229483,1.454640,t005_0_1
8A,536048.000000,320.219833,1480.000000,28.000000,1452.000000,208.375189,625.125566,2916007.000000,1741.939665,2074.000000,1376.000000,698.000000,102.811048,308.433145,1.454640,t005_0_1
9A,789556.000000,471.658303,2994.000000,28.000000,2966.000000,351.352404,1054.057211,2923885.000000,1746.645759,2087.000000,1379.000000,708.000000,125.894413,377.683239,1.454640,t005_0_1
10A,518088.000000,309.491039,1901.000000,28.000000,1873.000000,207.243859,621.731576,2953107.000000,1764.102151,2049.000000,1548.000000,501.000000,71.300907,213.902720,1.454640,t005_0_1
11A,193869.000000,115.811828,494.000000,27.000000,467.000000,63.989236,191.967707,3074592.000000,1836.673835,1930.000000,1760.000000,170.000000,23.573393,70.720178,1.454640,t005_0_1
1A,2815383.000000,1681.829749,4095.000000,29.000000,4066.000000,1493.533222,4480.599666,2224816.000000,1329.041816,1826.000000,281.000000,1545.000000,457.548946,1372.646837,1.818300,t006_0_1
2A,2821115.000000,1685.253883,4095.000000,30.000000,4065.000000,1531.815778,4595.447333,2183659.000000,1304.455795,1788.000000,271.000000,1517.000000,475.686379,1427.059137,1.818300,t006_0_1
3A,3483963.000000,2081.220430,4095.000000,27.000000,4068.000000,1548.639839,4645.919517,2294574.000000,1370.713262,1741.000000,257.000000,1484.000000,411.544823,1234.634468,1.818300,t006_0_1
4A,2558947.000000,1528.642174,4095.000000,28.000000,4067.000000,1077.818018,3233.454054,2308304.000000,1378.915173,1923.000000,403.000000,1520.000000,348.851305,1046.553915,1.818300,t006_0_1
5A,799244.000000,477.445639,2775.000000,27.000000,2748.000000,458.785067,1376.355202,2410496.000000,1439.961768,1867.000000,409.000000,1458.000000,356.799493,1070.398478,1.818300,t006_0_1
6A,623688.000000,372.573477,2579.000000,29.000000,2550.000000,358.970499,1076.911498,2404808.000000,1436.563919,1913.000000,346.000000,1567.000000,385.309071,1155.927212,1.818300,t006_0_1
7A,584042.000000,348.890084,2114.000000,28.000000,2086.000000,297.331366,891.994099,2444635.000000,1460.355436,1907.000000,549.000000,1358.000000,306.188315,918.564944,1.818300,t006_0_1
8A,548496.000000,327.655914,1339.000000,27.000000,1312.000000,209.404281,628.212842,2925001.000000,1747.312425,2080.000000,1388.000000,692.000000,100.916829,302.750488,1.818300,t006_0_1
9A,814729.000000,486.695938,2569.000000,27.000000,2542.000000,352.837410,1058.512230,2928742.000000,1749.547192,2088.000000,1392.000000,696.000000,123.741026,371.223079,1.818300,t006_0_1
10A,510318.000000,304.849462,1827.000000,27.000000,1800.000000,205.262955,615.788864,2957436.000000,1766.688172,2070.000000,1573.000000,497.000000,73.694635,221.083904,1.818300,t006_0_1
11A,201163.000000,120.169056,497.000000,26.000000,471.000000,65.661532,196.984596,3084275.000000,1842.458184,1939.000000,1769.000000,170.000000,23.324852,69.974557,1.818300,t006_0_1
1A,2819030.000000,1684.008363,4095.000000,27.000000,4068.000000,1481.255127,4443.765381,2223108.000000,1328.021505,1828.000000,275.000000,1553.000000,459.475001,1378.425004,2.181960,t007_0_1
2A,2817320.000000,1682.986858,4095.000000,29.000000,4066.000000,1538.342168,4615.026504,2185428.000000,1305.512545,1800.000000,264.000000,1536.000000,475.440777,1426.322330,2.181960,t007_0_1
3A,3462461.000000,2068.375747,4095.000000,27.000000,4068.000000,1542.882929,4628.648786,2295093.000000,1371.023297,1751.000000,256.000000,1495.000000,413.390067,1240.170202,2.181960,t007_0_1
4A,2563500.000000,1531.362007,4095.000000,27.000000,4068.000000,1074.106160,3222.318481,2310274.000000,1380.091995,1917.000000,408.000000,1509.000000,347.028784,1041.086353,2.181960,t007_0_1
5A,790051.000000,471.954002,2926.000000,26.000000,2900.000000,457.481058,1372.443174,2414587.000000,1442.405615,1901.000000,410.000000,1491.000000,356.732444,1070.197333,2.181960,t007_0_1
6A,618351.000000,369.385305,2736.000000,27.000000,2709.000000,354.286923,1062.860769,2406505.000000,1437.577658,1917.000000,346.000000,1571.000000,387.251205,1161.753616,2.181960,t007_0_1
7A,557720.000000,333.166069,1780.000000,27.000000,1753.000000,272.381791,817.145372,2440913.000000,1458.132019,1912.000000,543.000000,1369.000000,304.561080,913.683240,2.181960,t007_0_1
8A,520224.000000,310.767025,1257.000000,29.000000,1228.000000,193.137407,579.412221,2925226.000000,1747.446834,2070.000000,1428.000000,642.000000,98.518245,295.554734,2.181960,t007_0_1
9A,808031.000000,482.694743,2232.000000,30.000000,2202.000000,341.543248,1024.629744,2926709.000000,1748.332736,2085.000000,1394.000000,691.000000,122.122546,366.367637,2.181960,t007_0_1
10A,501954.000000,299.853047,1950.000000,27.000000,1923.000000,204.025059,612.075176,2956675.000000,1766.233572,2071.000000,1581.000000,490.000000,74.985613,224.956838,2.181960,t007_0_1
11A,193667.000000,115.691159,438.000000,27.000000,411.000000,62.883544,188.650632,3087123.000000,1844.159498,1933.000000,1773.000000,160.000000,23.505337,70.516010,2.181960,t007_0_1
1A,2821509.000000,1685.489247,4095.000000,28.000000,4067.000000,1489.805186,4469.415558,2223533.000000,1328.275388,1826.000000,276.000000,1550.000000,460.424900,1381.274700,2.545620,t008_0_1
2A,2823289.000000,1686.552569,4095.000000,29.000000,4066.000000,1529.604086,4588.812259,2187887.000000,1306.981481,1798.000000,257.000000,1541.000000,476.571633,1429.714898,2.545620,t008_0_1
3A,3474260.000000,2075.424134,4095.000000,25.000000,4070.000000,1546.995342,4640.986026,2299555.000000,1373.688769,1744.000000,253.000000,1491.000000,413.152010,1239.456031,2.545620,t008_0_1
4A,2580242.000000,1541.363202,4095.000000,28.000000,4067.000000,1086.890014,3260.670041,2317820.000000,1384.599761,1911.000000,405.000000,1506.000000,344.920384,1034.761153,2.545620,t008_0_1
5A,795031.000000,474.928913,3223.000000,27.000000,3196.000000,471.448282,1414.344847,2422918.000000,1447.382318,1899.000000,407.000000,1492.000000,355.277218,1065.831654,2.545620,t008_0_1
6A,610516.000000,364.704898,3182.000000,26.000000,3156.000000,351.343379,1054.030136,2412328.000000,1441.056153,1933.000000,338.000000,1595.000000,390.147113,1170.441339,2.545620,t008_0_1
7A,535052.000000,319.624851,1926.000000,28.000000,1898.000000,262.239180,786.717539,2441123.000000,1458.257467,1899.000000,539.000000,1360.000000,304.135115,912.405346,2.545620,t008_0_1
8A,506916.000000,302.817204,1147.000000,28.000000,1119.000000,190.028043,570.084129,2928012.000000,1749.111111,2070.000000,1388.000000,682.000000,99.433068,298.299205,2.545620,t008_0_1
9A,786103.000000,469.595579,2126.000000,29.000000,2097.000000,334.212834,1002.638501,2928431.000000,1749.361410,2073.000000,1364.000000,709.000000,122.521981,367.565943,2.545620,t008_0_1
10A,500804.000000,299.166069,1537.000000,28.000000,1509.000000,199.097363,597.292088,2958827.000000,1767.519116,2063.000000,1533.000000,530.000000,75.476170,226.428510,2.545620,t008_0_1
11A,198133.000000,118.359020,379.000000,26.000000,353.000000,62.276828,186.830485,3087740.000000,1844.528076,1934.000000,1769.000000,165.000000,23.332017,69.996051,2.545620,t008_0_1
1A,2848603.000000,1701.674432,4095.000000,28.000000,4067.000000,1489.233753,4467.701260,2221830.000000,1327.258065,1826.000000,277.000000,1549.000000,462.132369,1386.397107,2.909280,t009_0_1
2A,2818144.000000,1683.479092,4095.000000,28.000000,4067.000000,1522.618246,4567.854739,2190832.000000,1308.740741,1797.000000,260.000000,1537.000000,480.138411,1440.415232,2.909280,t009_0_1
3A,3480212.000000,2078.979689,4095.000000,28.000000,4067.000000,1549.881977,4649.645930,2299186.000000,1373.468339,1745.000000,254.000000,1491.000000,413.637715,1240.913145,2.909280,t009_0_1
4A,2569908.000000,1535.189964,4095.000000,27.000000,4068.000000,1061.180953,3183.542859,2326327.000000,1389.681601,1917.000000,421.000000,1496.000000,339.637585,1018.912754,2.909280,t009_0_1
5A,791101.000000,472.581243,3201.000000,28.000000,3173.000000,463.938108,1391.814325,2425690.000000,1449.038232,1880.000000,413.000000,1467.000000,354.257363,1062.772089,2.909280,t009_0_1
6A,623633.000000,372.540621,2696.000000,27.000000,2669.000000,346.076398,1038.229194,2409709.000000,1439.491637,1923.000000,337.000000,1586.000000,392.984636,1178.953907,2.909280,t009_0_1
7A,527124.000000,314.888889,1613.000000,25.000000,1588.000000,257.850984,773.552951,2437294.000000,1455.970131,1891.000000,530.000000,1361.000000,304.562024,913.686073,2.909280,t009_0_1
8A,494554.000000,295.432497,1066.000000,28.000000,1038.000000,186.750651,560.251954,2926794.000000,1748.383513,2082.000000,1440.000000,642.000000,100.108477,300.325431,2.909280,t009_0_1
9A,756493.000000,451.907407,2228.000000,25.000000,2203.000000,317.162557,951.487671,2929031.000000,1749.719833,2097.000000,1384.000000,713.000000,126.676706,380.030118,2.909280,t009_0_1
10A,515796.000000,308.121864,1379.000000,27.000000,1352.000000,206.117282,618.351847,2952599.000000,1763.798686,2042.000000,1568.000000,474.000000,73.903014,221.709041,2.909280,t009_0_1
11A,195603.000000,116.847670,448.000000,25.000000,423.000000,64.362883,193.088650,3087640.000000,1844.468339,1939.000000,1764.000000,175.000000,23.842033,71.526100,2.909280,t009_0_1
1A,2844326.000000,1699.119474,4095.000000,27.000000,4068.000000,1494.101269,4482.303806,2214794.000000,1323.054958,1816.000000,275.000000,1541.000000,462.296752,1386.890257,3.272940,t010_0_1
2A,2802590.000000,1674.187575,4095.000000,30.000000,4065.000000,1511.616531,4534.849593,2185015.000000,1305.265830,1805.000000,257.000000,1548.000000,482.964306,1448.892919,3.272940,t010_0_1
3A,3500119.000000,2090.871565,4095.000000,28.000000,4067.000000,1548.129422,4644.388266,2291910.000000,1369.121864,1741.000000,259.000000,1482.000000,409.560484,1228.681453,3.272940,t010_0_1
4A,2551672.000000,1524.296296,4095.000000,26.000000,4069.000000,1054.181227,3162.543682,2324187.000000,1388.403226,1910.000000,420.000000,1490.000000,335.996808,1007.990423,3.272940,t010_0_1
5A,776687.000000,463.970729,2888.000000,27.000000,2861.000000,452.593354,1357.780062,2424279.000000,1448.195341,1887.000000,400.000000,1487.000000,355.262276,1065.786829,3.272940,t010_0_1
6A,608507.000000,363.504779,2545.000000,26.000000,2519.000000,330.113919,990.341758,2406440.000000,1437.538829,1900.000000,330.000000,1570.000000,393.602056,1180.806167,3.272940,t010_0_1
7A,531873.000000,317.725806,1922.000000,27.000000,1895.000000,267.064295,801.192885,2429645.000000,1451.400836,1898.000000,555.000000,1343.000000,303.414702,910.244107,3.272940,t010_0_1
8A,504497.000000,301.372162,1180.000000,28.000000,1152.000000,188.534031,565.602092,2922733.000000,1745.957587,2071.000000,1444.000000,627.000000,102.430832,307.292495,3.272940,t010_0_1
9A,716520.000000,428.028674,2529.000000,27.000000,2502.000000,320.640777,961.922332,2932316.000000,1751.682198,2097.000000,1390.000000,707.000000,131.962389,395.887168,3.272940,t010_0_1
10A,525300.000000,313.799283,1600.000000,29.000000,1571.000000,207.815228,623.445683,2953902.000000,1764.577061,2051.000000,1565.000000,486.000000,73.311069,219.933208,3.272940,t010_0_1
11A,199256.000000,119.029869,454.000000,26.000000,428.000000,63.461503,190.384508,3079907.000000,1839.848865,1926.000000,1761.000000,165.000000,23.588780,70.766341,3.272940,t010_0_1
1A,2840486.000000,1696.825568,4095.000000,29.000000,4066.000000,1485.284762,4455.854286,2205908.000000,1317.746714,1805.000000,279.000000,1526.000000,461.975261,1385.925782,3.636600,t011_0_1
